,GC/LE/Other,Category,Name,Note Description,Status,Released/Available Date,Cesssation Date,Refactore Date,Review,Notes,,,,
,Limited Edition,Halloweenie 2012,Meditation in Autumn,"A desolate scent, dusty, bleak, and withered: old wood, burnt brown sandalwood, and twisted vines.",Discontinued,,,,,,,,,
,Limited Edition,Halloweenie 2012,Mischief," toilet paper wads on damp maple trees, squished pumpkins, raw eggs, beer, pumpkin seed hulls, and soapy glass.",Discontinued,,,,,,,,,
,Limited Edition,Halloweenie 2012,Pomona 2012,"Azaroles, nuts, and apple blossoms with red apple pulp, mulberry, blackberry, and pomegranate juice.",Discontinued,,,,,,,,,
,Limited Edition,Halloweenie 2012,Punkie Night 2012," apple orchards, bright cranberries, and a touch of warm cider.",Discontinued,,,,,,,,,
,Limited Edition,Halloweenie 2012,Samhain 2012,"damp woods, fir needle, and black patchouli with the gentlest touches of warm pumpkin, clove, nutmeg, allspice, sweet red apple and mullein.",Discontinued,,,,,,,,,
,Limited Edition,Halloweenie 2012,Suck It 2012,black cherry brandy - more cough syrupy than 2009?,Discontinued,,,,,,,,,
,Limited Edition,Halloweenie 2012,Sugar Skull 2012,"A blend of five sugars, lightly dusted with candied fruits.",Discontinued,,,,,,,,,
,Limited Edition,Halloweenie 2012,Third Charm,"fiery red musk, luminous elemi, East Indian patchouli, champaca flower, cedar incense, ho wood, and hemlock accord sweetened with a peculiar sweet honey.",Discontinued,,,,,,,,,
,Limited Edition,Halloweenie 2012,The Vampire Bride,"Icy skin touched by a perfume of violet leaf, white tea, olibanum, elemi, myrrh, wormwood, crypt dust, and saffron with a dribble of blood red musk.",Discontinued,,,,,,,,,
,General Catalog,Labyrinth,Jareth,"Ethereal lilac fougere and gleaming leather with ti leaf, tonka absolute, white musk, and oudh. ",,,,,,,,,,
,General Catalog,Labyrinth,13 Hours,"A scent of profound foreboding: dusty black stone, dried rosehips, black moss, and creeping ivy. ",,,,,,,,,,
,General Catalog,Labyrinth,Fairy Bites,"Osmanthus and raw honey with lavender, chamomile, white peppermint, raspberry, honeysuckle, thyme, bergamot, and Dracula orchid. ",,,,,,,,,,
,General Catalog,Labyrinth,Hoggle,"Fermented pumpkin, brown leather, dust, tobacco leaf, and dark woods",,,,,,,,,,
,General Catalog,Labyrinth,Goblin Cider,"A dark, earthy ginger cider. ",,,,,,,,,,
,Event Exclusive,NYCC,Badgers,"Sweet patchouli, soft, honeyed leather, sassy sarsaparilla, honeysuckle, and French vanilla.",Discontinued,,,,,,,,,
,Event Exclusive,NYCC,Nymphes de Pave,"White fig, rose otto, honey, and bourbon vanilla.",Discontinued,,,,,,,,,
,Event Exclusive,NYCC,Miss Jenny,"Pink peony, white carnation, freesia, white peach, amber, and pale woods.",Discontinued,,,,,,,,,
,Event Exclusive,NYCC,Miss Ida,"French vanilla, white gardenia, Moroccan jasmine, and lemon verbena.",Discontinued,,,,,,,,,
,Event Exclusive,NYCC,Mrs. Lewis,White sandalwood and tea roses. ,Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Beaver Moon 2012,gooey apple cheesecake!,Discontinued,,,,,,,,,
,Limited Edition,Single Notes,HAITIAN VETIVER,,Discontinued,,,,,,,,,
,Limited Edition,Halloween,Halloween in Innsmouth,Fish and ceremonial incense.,Discontinued,,,,,,,,,
,Limited Edition,Halloween,Halloween in the Miskatonic University Library,"(story, no notes)",Discontinued,,,,,,,,,
,Limited Edition,Halloween: Arachnaphobia,Goldenrod Crab Spider,"White mint, coconut, Indonesian champaca flower, lime rind, white ginger, and green tea.",Discontinued,,,,,,,,,
,Limited Edition,Halloween: Arachnaphobia,Orb Weaver Spider,"East African black patchouli, lilac, lavender, Italian neroli, King mandarin, Terebinth pine, and star anise.",Discontinued,,,,,,,,,
,Limited Edition,Halloween: Arachnaphobia,Wolf Spider,"Tonka bean, patchouli, bourbon vanilla, Cuban tobacco, coconut, clary sage, galbanum, white musk, and chamomile.",Discontinued,,,,,,,,,
,Limited Edition,Halloween: Pumpkin Patch,Pumpkin I,"Pumpkin, hay, champaca, and leather accord.",Discontinued,,,,,,,,,
,Limited Edition,Halloween: Pumpkin Patch,Pumpkin II,"Pumpkin, coffee absolute, tonka, teakwood, cedar, cypress, and patchouli.",Discontinued,,,,,,,,,
,Limited Edition,Halloween: Pumpkin Patch,Pumpkin III,"Pumpkin, mandarin, black pepper, frankincense, red sandalwood, and carnation.",Discontinued,,,,,,,,,
,Limited Edition,Halloween: Pumpkin Patch,Pumpkin IV,"Pumpkin, mimosa, black amber, mahogany, and Madagascan saro.",Discontinued,,,,,,,,,
,Limited Edition,Halloween: Pumpkin Patch,Pumpkin V,"Lightly spiced pumpkin pulp swirled with bourbon vanilla, French vanilla, and raw vanilla bean",Discontinued,,,,,,,,,
,Limited Edition,Halloween,Pumpkin Vines,"A tangle of lush greenery and thick, rooty vines with a hint of pumpkin rind, crumbled leaves, and rich soil.",Discontinued,,,,,,,,,
,Limited Edition,Halloween,The Tears of Lilith,"Hemlock and hydromel and gall, honey and aconite and wine, lavishly poured over a blend of deep red musk, velvet-red rose, and silvery ambergris.",Discontinued,,,,,,,,,
,Limited Edition,Halloween,Witch Dance,"Bonfire smoke rising through a cloud of ceremonial incense, encircled by swirling autumn leaves and a dribble of blood red musk.",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,Michael Casts Out All of the Fallen Angels,"White sandalwood, olibanum, styrax, galbanum, white dammar, valerian root, and white musk.",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,Satan Talks to Sin and Death,"Siberian musk, Tibetan musk, calla lily, bruised violet petals, violet leaf, white tea, tiare, and agarwood attar",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,Dante and Virgil on the Ice of Kocythos,"A sea of ice with white tea leaf, eucalyptus, white ginger, bleached stone, and hellsmoke.",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,"Die Sunde, Vom Tod Verfolgt","Blood musk, hothouse orchid, fig leaf, frankincense, white amber, and tobacco honey",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,Undine Comes Into the House of the Fisherman,"Egyptian musk, kelp, white plum, sea buckthorn berry, matcha tea, champaca flower, and Moroccan jasmine.",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,Buen Viaje,"Tonka bean, red sandalwood, black pepper, vetiver, hiba wood, turmeric root, and Ceylon cinnamon",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,Nadie se Conoce,"Red currant, caramel, pimento, bitter clove, Spanish mimosa, and Italian bergamot",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,The Orgy,"A dissolute fougere with wet honey musk, distilled spirits, rose water, white lead powder, Venetian ceruse, and Spanish leather beauty marks stained with port wine",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,Fallen Angels in Hell,"Infernal red amber, scorched frankincense, damiana, red ginger, bloodroot, cayenne, and sulphur. ",Discontinued,,,,,,,,,
,Limited Edition,PIckman Gallery,Pandemonium,"Smoke-tinged red and black musks, mahogany, ginger grass, black gum leaf, rue, star thistle, tomato leaf, black amber, and mandrake accord.",Discontinued,,,,,,,,,
,Limited Edition,PIckman Gallery,Sadak in Search of the Waters of Oblivion,"Asphodel and opium-tinged water cascading over stone, with champaca flower, blue lotus absolute, passionflower, and a touch of somber Arabian musk.",Discontinued,,,,,,,,,
,Limited Edition,PIckman Gallery,Monastery in the Mountains,"Snow-capped mountain air, rich sandalwood incense, and deodar - the Tree of God. ",Discontinued,,,,,,,,,
,Limited Edition,PIckman Gallery,Three Swords,"A snow-touched olistolith, embedded with quartz, red clay, limestone, shale and granite, with a hint of wild rhododendron",Discontinued,,,,,,,,,
,Limited Edition,PIckman Gallery,Waves of Mist,"Orris root, muguet, white musk, and ambergris accord.",Discontinued,,,,,,,,,
,Limited Edition,PIckman Gallery,Hothrun Dath,"White sand, blue musk, ho leaf, oudh, mugwort, bamboo, white myrrh, and opium tar. ",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,The Soul of La Traviata,"Black plum, black musk, black currant, iridescent pink grapefruit, neroli, and jungle orchid. ",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,The Tomb of Zai,"Frankincense, myrrh, cassis bud, Moroccan rose, and lily of the valley. ",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,Conical Beast,"Black cherry pulp, aged patchouli, wild fruit gums, pine sap, night-blooming jasmine, and vetiver. ",Discontinued,,,,,,,,,
,Limited Edition,Pickman Gallery,Lemurian Ghost,"Green, white, and ochre musks with moonflower, white mint, and wild lettuce.",Discontinued,,,,,,,,,
,CLBDF: Members Only,,Two-Ply Bristol,"Smells like acid-free, 100% cotton 2-ply bristol paper with a touch of F lead. ",Discontinued,,,,,,,,,
,Limited Edition,A Little Lunacy,Snow Moon 2012,"A scent of purity and silence, soft with falling snow, as dark as Midwinter: an icy flurry over the winter blooms of narcissus, hellebore, pansy crocus, dahlia, tulip, chrysanthemum, daphne and white rose, with a hint of fir and birch. ",Discontinued,,,,,,,,,
,Limited Edition  ,Single Notes,Iranian Galbanum,"a complex tart, green, resinous scent that is strangely amorphous and mercurial. There is a balsamic woody tone to it at times, and at others, it appears metallic and aldehydic. ",Discontinued,,,,,,,,,
,Limited Edition,Single Notes,Rum-Soaked French Tonka,"Our tonka accord is a sweet, warmly sensual fragrance redolent of a vaguely clove-touched deep, dark vanilla balsam that has been lightly sweetened with almond and rum. ",Discontinued,,,,,,,,,
,Retail Exclusive,Heretic Salon,Heretic,"Dark, spicy, animalic: Nagdi frankincense, bois de cade, beeswax, Somalian myrrh, and Laotian oudh. ",Discontinued,,,,,,,,,
,Retail Exclusive,Dark Delicacies,Autumn Lace,"Black linen and delicate, sugar-spun lace suffused with the scent of tobacco, black tea, Indian musk, liturgical incense, and cognac, with a drop of laudanum and crushed Autumn leaves. ",,,,,,,,,,
,Limited Edition,Red Cross Fundraiser: Gentleman's Directory,Frank Burns,"Bay rum, polished oak, exquisite pipe and cigar tobaccos, and a splash of bourbon. ",Discontinued,,,,,,,,,
,Limited Edition,Red Cross Fundraiser: Gentleman's Directory,Miss Addie,"Red sandalwood, vanilla orchid, sweet clove, neroli, apple blossom, and a gentle hint of star anise. ",Discontinued,,,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,The Adoration of the Mi-Go 2012,"Luminous, otherworldly wet and piquant odors mingling with black incense, the pitch-stench of Yuggoth, and fungal lichens. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,The Black Temple Burlesque Troupe 2012,"Straight from the pits of black, lightless N'kai: the voluptuous bat-winged vixens of the Black Temple Burlesque Troupe! ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Hell's Acres Yule Tree Farm,"Our saplings are imported directly from the Land of Three Suns, and are cultivated organically while strictly observing the blood rites necessary for optimum growth. We have pyre-ready firewood for sale, plus free candy canes and hot cocoa for the kids! We also offer ceremonial flocking! ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Lil' Menes' Feline Entertainments,"A delightful selection of Ultharian cat toys and offerings, guaranteed to propitiate even the orneriest kitty! ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Mother Shub's Cthulhustollen,Candied Kadathian orange peel and R'lyehthanese rum give Mother Shub's a little extra pizazz! ,Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Mother Shub's Gingerbread Temples,Mother Shub's secret gingerbread recipe contains ritually-consecrated resins and pulped root from her own hydroponically-grown Saturnian ginger cultivar. Each temple is decorated with sweets from local candymaker Abyssal Addictions! ,Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Mother Shub's Spiced Lait de Chèvre 2012,Goat's milk egg nog with coffee liqueur and spices imported from the Crimson Desert! ,Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Mother Shub's Stygian Nougat,"A torpid black nougat with belladonna honey, somnolent lavender, and thyme. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Mason and Jenkin's Port Jelly,Red and sticky! From a genuine Old Salem recipe! ,Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Nabby Gardner's Holiday Globules,"Luminous and possibly sentient, they make a fine addition to your holiday décor! ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Old Man Ackerman's Instructional Toys,"An ancient baetylus floating within an array of bizarre trapezoidal figures, glimmering tubes, rusting spheres, and whirling gogs formed from peculiar metals, glowing tektites, strangely suspended lead mirrors, and eerie driftings of meteoric dust. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,The Smilin' Servitors' Hyperdimensional Holiday Hits,"A discordant scent, silvery and strange like a lunatic's tinsel garland: freesia, eucalyptus, and yuzu, with sicilian lemon, massoia, opoponax, night-blooming jasmine, white bergamot, and copaiba oleoresin. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Pet Magah Bird,"A prism of scent, an explosion of multi-colored feathers: blood orange, black plum, sugar cane, guava, frangipani, coconut, pimento berry, violet, caramel, and pear. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Sweet Lavinia's Dread Puddings,Lavinia Whateley is famous throughout the Miskatonic Valley for her inimitably delightful and suspiciously spicy dread bread puddings! ,Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Miskatonic Valley Yuletide Faire,Sweet Lavinia's Risalamande,Clots of rice pudding (harvested from the fair trade rice farms of Bokrug Lake!) and organic whipped goat cream topped with a sebaceous glob of black cherry sauce. ,Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Turn of the Screw,The Governess,"Brittle white musk, bruised violets, vanilla orchid, and green tea. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Turn of the Screw,The Gentleman,"A dapper cologne, distant and refined: white musk, lime rind, and rosemary water with tobacco leaf and lilac. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Turn of the Screw,Bly,Rain-lashed stone and fading summer flowers. ,Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Turn of the Screw,Mrs. Grose,"Mixed spice, rosewater, and black tea. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Turn of the Screw,Miss Jessell,"Black roses with myrrh, benzoin, and guiac wood. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Turn of the Screw,Peter Quint,"Leather, balsam, ambergris, and bay laurel. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Turn of the Screw,Little Flora,Peonies and cream.  - so soapy,Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule: Turn of the Screw,Miles,"A charming, mischievous, and inexplicably sinister blend of balsam of Peru, honey, skin musk, and black pepper. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule,Frau Holle 2012,"Snow-covered pines, witches herbs, bestial musk, flax, and ethereal flowers that represent both birth and death. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule,Gacela of the Dark Death 2012,"Terebinth pine, pitch, and clove. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule,Gelt 2012,A bounty of chocolate coins! Dry cocoa and golden amber! ,Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule,Knecht Ruprecht 2012,The snow-covered foliage of the Black Forest and the fruit and woods of apple and almond trees. ,Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule,Krampus 2012,"Sinister red musk, black leather, dusty rags, and wooden switches. ",Discontinued,41222,41305,,,,,,,
,Limited Edition,Yule,Lick It Softly,"A sticky, sweet peppermint candy cane with a copious dusting of vanilla. ",Discontinued,41222,41305,,,,,,,
